SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
3185	Diese Dinge sind meist immer so aber es gibt selbstverständlich ausnahmen , wie mit allem .	ausnahmen	64	73		Ausnahmen	
3186	Ich hoffe man konnte sie gut informieren über das Wohnverhältnis falls Sie Fragen haben können Sie sich gerne an uns wenden .						
3187	Mit freundlichen Grüssen	Grüssen	17	24		Grüßen	
3188	Kuba : ohne Musik und Tanz geht gar nichts Kuba ist ein Land mit vielen Traditionen , die aus zwei Wegen kommen : Spanien und Afrika .						
3189	Mit der Kolonisation wurden vielen afrikanische als Sklaven von Spanischen nach Kuba mitgebrach .						
3190	Natürlich sind sie mit ihren Kultur und Traditionen gekommen Welche Traditionen ?						
3191	Wir können mit den Religion beginne : Katolische und Yoruba .	Katolische	38	48		Katholische	
3192	Beim Katolische haben wir Traditionen wie Taufe , Hochzeit , Konfirmation .	Katolische	5	15		Katholischen	
3193	Beim Yoruba auch Taufe , Feste mit bestimmteten Rituales wie Schlachtungen des Tieres , besonderes Essen und Tanzen , die verschiedenen Heilige repräsentieren : Heilige der Meer , Fluss , Bald , Wegen .	bestimmteten	35	47		bestimmten	
3193	Beim Yoruba auch Taufe , Feste mit bestimmteten Rituales wie Schlachtungen des Tieres , besonderes Essen und Tanzen , die verschiedenen Heilige repräsentieren : Heilige der Meer , Fluss , Bald , Wegen .	Bald	188	192		Wald	
3194	Traditionen wie Geburtstagparty , Mutter - und Vatertagfeier haben wir auch .						
3195	Der 15 .						
3196	Jährigefeier ist eine der besonderten Festes , die eine Junges Mädchen in ihres Lebens hat .	besonderten	26	37		besonderen	
3196	Jährigefeier ist eine der besonderten Festes , die eine Junges Mädchen in ihres Lebens hat .	Junges	56	62		junges	
3197	Es ist der Schrit von Kinderheit zum Erwarsene .	Schrit	11	17		Schritt	
3197	Es ist der Schrit von Kinderheit zum Erwarsene .	Erwarsene	37	46		Erwachsenen	
3198	Fast Jeder von unseren Traditionen existieren nicht ohne Musik und Tanzen .	Jeder	5	10		jeder	
3199	Der Kubaner braucht nur eine Melodie hören um ihres Körper mit Ritmus zu bewegen .	Ritmus	63	69		Rhythmus	
3200	Das hilft es uns um eine Gute Physik und seeliche Gesunheit zu haben .	Gute	25	29		gute	
3200	Das hilft es uns um eine Gute Physik und seeliche Gesunheit zu haben .	seeliche	41	49		seelische	
3200	Das hilft es uns um eine Gute Physik und seeliche Gesunheit zu haben .	Gesunheit	50	59		Gesundheit	
3201	Etwas dass wir im Ausland fortzusetzen können .						
3202	Genauso wie wir von Spanien und Afrika bekommen haben So werden die Länder mehr zusammen sein						
3203	"""" Das Leben hat wie eine Münze zwei Seiten """" Das dieses Sprichwort viel Wahrheit enthält , weis ich aus eigner Erfahrung , den ich bin ein zwei Kulturen beziehungweise Traditionen aufgewachen : In der kurdischen und in der arbischen .	weis	91	95		weiß	
3203	"""" Das Leben hat wie eine Münze zwei Seiten """" Das dieses Sprichwort viel Wahrheit enthält , weis ich aus eigner Erfahrung , den ich bin ein zwei Kulturen beziehungweise Traditionen aufgewachen : In der kurdischen und in der arbischen .	eigner	104	110		eigener	
3203	"""" Das Leben hat wie eine Münze zwei Seiten """" Das dieses Sprichwort viel Wahrheit enthält , weis ich aus eigner Erfahrung , den ich bin ein zwei Kulturen beziehungweise Traditionen aufgewachen : In der kurdischen und in der arbischen .	den	123	126		denn	
3203	"""" Das Leben hat wie eine Münze zwei Seiten """" Das dieses Sprichwort viel Wahrheit enthält , weis ich aus eigner Erfahrung , den ich bin ein zwei Kulturen beziehungweise Traditionen aufgewachen : In der kurdischen und in der arbischen .	aufgewachen	180	191		aufgewachsen	
3203	"""" Das Leben hat wie eine Münze zwei Seiten """" Das dieses Sprichwort viel Wahrheit enthält , weis ich aus eigner Erfahrung , den ich bin ein zwei Kulturen beziehungweise Traditionen aufgewachen : In der kurdischen und in der arbischen .	arbischen	223	232		arabischen	
3204	Das ist im Altag nicht immer deutlich zu spüren , den viele Rituale und Traditionen sind ähnlich zum beispiel ( Beschneidung und Muttertag ) .	Altag	11	16		Alltag	
3204	Das ist im Altag nicht immer deutlich zu spüren , den viele Rituale und Traditionen sind ähnlich zum beispiel ( Beschneidung und Muttertag ) .	den	50	53		denn	
3204	Das ist im Altag nicht immer deutlich zu spüren , den viele Rituale und Traditionen sind ähnlich zum beispiel ( Beschneidung und Muttertag ) .	beispiel	101	109		Beispiel	
3205	Aber andere Dinge sind sehr unterschiedlich .						
3206	Einzigartiger kurdische Tradition ist das ( Nawerosfest ) .						
3207	Die Tradition des Nawio Festes geht bis in Jahr 612 V. chr ( vor christos ) zurück .	Nawio	18	23		Nawiofestes	
3207	Die Tradition des Nawio Festes geht bis in Jahr 612 V. chr ( vor christos ) zurück .	Festes	24	30		Nawiofestes	
3207	Die Tradition des Nawio Festes geht bis in Jahr 612 V. chr ( vor christos ) zurück .	V.	52	54		v.Christus	
3207	Die Tradition des Nawio Festes geht bis in Jahr 612 V. chr ( vor christos ) zurück .	chr	55	58		v.Christus	
3207	Die Tradition des Nawio Festes geht bis in Jahr 612 V. chr ( vor christos ) zurück .	christos	65	73		Christus	
3208	Am Vorabend zünden die Menschen Kerze an .						
3209	Das Signalfeuer damals am Tag der Befreiung erinnern .						
3210	Am Festtag selbst treffen sich die Leute in der Natur , um gemeinsam zu essen , zu trinken , zu tansen und mit der sehr gute Laune zu feiern .	tansen	96	102		tanzen	
3211	Eine weitere Beispiel für die Ähnlichkeit des Kulteren und Traditionen ist das Opfer Fest .	Kulteren	46	54		Kulturen	
3211	Eine weitere Beispiel für die Ähnlichkeit des Kulteren und Traditionen ist das Opfer Fest .	Opfer	79	84		Opferfest	
3211	Eine weitere Beispiel für die Ähnlichkeit des Kulteren und Traditionen ist das Opfer Fest .	Fest	85	89		Opferfest	
3212	Das in großteil der Kurden und arabischen Bevolkerung Muslime sind .	großteil	7	15		Großteil	
3212	Das in großteil der Kurden und arabischen Bevolkerung Muslime sind .	Bevolkerung	42	53		Bevölkerung	
3213	Als wir nach Deutschland kamen , stellten wir fest , dass dieser Fest nur dort bekannt ist wo viele Kurden leben .						
3214	Als Frühlingsfest könnten es aber sowohl Kurden als auch die Deutschen gemeinsam feiren .	feiren	81	87		feiern	
3215	Kurdische Kultur Vereine organisieren jedes Jahr Veranstaltungen zum Nawros Fest .	Kultur	10	16		Kulturvereine	
3215	Kurdische Kultur Vereine organisieren jedes Jahr Veranstaltungen zum Nawros Fest .	Vereine	17	24		Kulturvereine	
3215	Kurdische Kultur Vereine organisieren jedes Jahr Veranstaltungen zum Nawros Fest .	Nawros	69	75		Nawrosfest	
3215	Kurdische Kultur Vereine organisieren jedes Jahr Veranstaltungen zum Nawros Fest .	Fest	76	80		Nawrosfest	
3216	Das wäre ein guter Anlaß , um sich gegenseitig besser kennen zu lernen .	Anlaß	19	24		Anlass	
3217	Obwohl man in Deutschland als auslandische Mitburger lebt , soll man denoch seine Kultur bzw Tradition auf Recht er hält und gepflegt .	auslandische	30	42		ausländischer	
3217	Obwohl man in Deutschland als auslandische Mitburger lebt , soll man denoch seine Kultur bzw Tradition auf Recht er hält und gepflegt .	Mitburger	43	52		Mitbürger	
3217	Obwohl man in Deutschland als auslandische Mitburger lebt , soll man denoch seine Kultur bzw Tradition auf Recht er hält und gepflegt .	denoch	69	75		dennoch	
3218	Und freitags gibt es Couscous Migration führt zur Begegnung unterschiedlicher Kulturen , Sprachen und Religionen .						
3219	Bisherige Traditionen und Sitten werden geänderte , angepasst , manchmal aufgegeben , aber natürlich fortgeführt , was ich für sinnvoll halte .						
3220	Glücklicher Weise bei meinen Landsleute lassen sich viele Beispiel für Traditionserhalt , sowohl Kulturell als auch religiös nennen .	Glücklicher	0	11		Glücklicherweise	
3220	Glücklicher Weise bei meinen Landsleute lassen sich viele Beispiel für Traditionserhalt , sowohl Kulturell als auch religiös nennen .	Weise	12	17		Glücklicherweise	
3220	Glücklicher Weise bei meinen Landsleute lassen sich viele Beispiel für Traditionserhalt , sowohl Kulturell als auch religiös nennen .	Kulturell	97	106		kulturell	
3221	So ist es in vielen marokkanischen Familien üblich , die Jungen im Kindesalter zu beschneiden , den Mädchen das Kochen beizubringen oder Eheschließungen in großen , angemieteten Sporthallen zu feiern .						
3222	Auch Esstraditionen werden über Generationen beibehalten .						
3223	Bei mir und meinen Freunden gibt es Freitags anstatt Pizza Couscous .	Freitags	36	44		freitags	
3224	Am Nachmittag trinken wir Pfefferminztee und abends Speisen wir Tajines mit selbstgebackenem Brot .						
3225	Danach wird Bauchtanz geübt Für mich sich zu integrieren bedeutet nicht seine eigene Identität zu verlieren .						
3226	Diese zu beschützen beginnt , wenn wir unsere Bräuche Pflegen und bewahren .	Pflegen	54	61		pflegen	
3227	Ich finde , dass Traditionsfortführung einerseits das Gastland bereichert und andererseits uns , Einwanderer , ein Stückchen Heimat in der Fremde gibt .						
3228	Leben zwischen zwei Traditionen Zahlreiche Kinder sind mit Migrationshintergrund in Deutschland geboren .						
3229	Ein Teil davon sind Kinder mit vietnamesiche Wurzeln .	vietnamesiche	31	44		vietnamesischen	
3230	Zuhause essen sie vietnamesischen Essen , sprechen vietnamesich Sprache .	vietnamesich	51	63		vietnamesische	
3231	Das sind noch nicht alles .						
3232	Sie haben traditionelle Erziehungen , Bräuche , Sitten .						
3233	In der Schule lernen sie deutsche Sprache , Wissen mit einheimischen Schülern .						
3234	Aber wie sollen sie eingene Traditionen in Deutschland weiter fortsetzen und behalten ?	eingene	20	27		eigene	
3235	In Stadt X haben wir einige Vereine .						
3236	z.B. Der vietnamesiche Verein , der Frauen Verein , der humanitäre Verein .	vietnamesiche	9	22		vietnamesische	
3236	z.B. Der vietnamesiche Verein , der Frauen Verein , der humanitäre Verein .	Frauen	36	42		Frauenverein	
3236	z.B. Der vietnamesiche Verein , der Frauen Verein , der humanitäre Verein .	Verein	43	49		Frauenverein	
3237	Jeder Verein hat seine Aufgaben und Ziele .						
3238	Der humanitäre Verein hilft die benachteiligte Leute , der vietnamesische Verein organisiert die Hauptfeste , die in Heimatland attraktive Aktivitäten beinhaltet .						
3239	Inbesondere ist der vietnamesische Unterricht auch vorhanden .	Inbesondere	0	11		Insbesondere	
3240	Alle o.g genannte Aktivitäte meine ich super ausgezeichnet .						
3241	Weil dadurch die Kinder sich miteinander treffen , um vietnamesisch sprech zu können und auch die traditionelle Kultur anzunehmen .						
3242	Damit sie die Kultur fortsetzen und behalten ermöglichen .						
3243	Außerdem denke ich , dass die Feste nicht nur für uns , sondern auch für Einheimischen zusammen feiern und mitmache .						
3244	So dass wir beide Kultur miteinander aufnehmen und akzeptieren .						
3245	Die Deutschen können meine traditionelle Kultur als eine neue Kultur kennenlernen !						
3246	Die Kinder mit zwei verschiedenen Kultur können sich sehr gut in geborenem Land integrieren und sind auch mit ihren Ursprungsland .						
3247	Ein perfektes Ziel und der Wille der Eltern aus der erste Generation in Deutschland .						
3248	Wohnungsmarkt in Stadt X Stadt X ist der größte Stadt in Deutschland und hat viele Wohnungsmöglickeiten .	Wohnungsmöglickeiten	83	103		Wohnungsmöglichkeiten	
3249	Die Mieten sind ziemlich teuer wie alle andere Hauptstadten .						
3250	Je mehr man sich von dem Zentrum entfernt , Desto weniger soll man für Miete zahlen .	Desto	44	49		desto	
3251	Ausserdem hat Berlin eine super öffentliche Verkehrsmittel system .	Ausserdem	0	9		Außerdem	
3252	Sogar im Nacht hat man viele Verkehrsmöglichkeiten .						
3253	Innerhalb des Stadts brauchtman kein Auto .	brauchtman	21	31		braucht man	
3254	Aber eine Auto wird ein Vorteil für die Leute die im ausserhalb des Stadt wohnen wollen .	ausserhalb	53	63		außerhalb	
3255	im Ausserhalb des Stadt gibts nicht nur schone Wohnungen sondern auch grosse Häuser für die Famillien .	im	0	2		Im	
3255	im Ausserhalb des Stadt gibts nicht nur schone Wohnungen sondern auch grosse Häuser für die Famillien .	Ausserhalb	3	13		außerhalb	
3255	im Ausserhalb des Stadt gibts nicht nur schone Wohnungen sondern auch grosse Häuser für die Famillien .	schone	40	46		schöne	
3255	im Ausserhalb des Stadt gibts nicht nur schone Wohnungen sondern auch grosse Häuser für die Famillien .	grosse	70	76		große	
3255	im Ausserhalb des Stadt gibts nicht nur schone Wohnungen sondern auch grosse Häuser für die Famillien .	Famillien	92	101		Familien	
3256	Dieser Teil ist natürlich grüner und ruhiger als Zentrum und sicher für die Famillien die Kinder haben .	Famillien	76	85		Familien	
3257	In Zentrum kann mann kleine wohnunger Mieten oder eine Wohnungsgemeinschaft austeilen .	mann	16	20		man	
3257	In Zentrum kann mann kleine wohnunger Mieten oder eine Wohnungsgemeinschaft austeilen .	wohnunger	28	37		Wohnungen	
3257	In Zentrum kann mann kleine wohnunger Mieten oder eine Wohnungsgemeinschaft austeilen .	Mieten	38	44		mieten	
3258	Vor man ein Haus oder Wohnung in Stadt X kaufen oder mieten , soll er erst die Distanz zwischen Haus und die Öffentlideverkehrsmittels beachten .	Öffentlideverkehrsmittels	109	134		öffentlichen Verkehrsmitteln	
3259	In der nähe von einer U-bahn oder S-bahn wohnen ist ein Vorteil , weil Fahren kann auch viel kosten und es eine grösse Parkplatzproblemme wie in alle Metropolen auch in Berlin gibt .	nähe	7	11		Nähe	
3259	In der nähe von einer U-bahn oder S-bahn wohnen ist ein Vorteil , weil Fahren kann auch viel kosten und es eine grösse Parkplatzproblemme wie in alle Metropolen auch in Berlin gibt .	U-bahn	22	28		U-Bahn	
3259	In der nähe von einer U-bahn oder S-bahn wohnen ist ein Vorteil , weil Fahren kann auch viel kosten und es eine grösse Parkplatzproblemme wie in alle Metropolen auch in Berlin gibt .	S-bahn	34	40		S-Bahn	
3259	In der nähe von einer U-bahn oder S-bahn wohnen ist ein Vorteil , weil Fahren kann auch viel kosten und es eine grösse Parkplatzproblemme wie in alle Metropolen auch in Berlin gibt .	Parkplatzproblemme	119	137		Parkplatzproblem	
3260	Man soll die Mieten gut rechancieren und am besten Rat von seinen Kollegen annehmen .	rechancieren	24	36		recherchieren	
3261	Ist Deutschlernen sinnvoll ?						
3262	Weltweit gesehen , muss Deutsch andere Sprachen wie beispielsweise Englisch , Französisch und Spanisch vor sich dulden .						
3263	Nichtsdestotrotz lohnt es sich meiner Meinung nach Deutsch zu lernen .						
3264	Deutschland ist ein wichtiges und sehr hoch entwickeltes Industrieland , wo Forschung und Entwicklung für sehr wichtig gehalten wird .						
3265	Sowohl die Industrie als auch den Staat investieren viel Geld in die Forschung .						
3266	Demzufolge finden viele wichtige Konferenzen in Deutschland statt .						
3267	Und obwohl die Sprache während dieser Konferenzen in der Regel Englisch ist , kann es vom Vorteil sein wenn man sich z.B. beim Abendessen auf Deutsch unterhalten kann .						
3268	Während eines informellen Gesprächs mit deutschen Wissenschaftlern in deren Muttersprache ist der Informationsaustausch oft viel offener .						
3269	Die Gesprächspartner konnen frei reden und erläutern mehr Details .						
3270	Demzufolge ist der Erkenntnisgewin bei so einem informellen Fachgespräch dann schon viel höher als während der offiziellen Diskussion im Anschluss an einer Präsentation .	Erkenntnisgewin	19	34		Erkenntnisgewinn	
3271	Darüberhinaus wird es oft als sehr positiv gesehen , wenn Sie sich in die Landessprache ausdrücken konnen und kann es auch zu einem löckeren personlichen Unterhaltung führen .	Darüberhinaus	0	13		Darüber hinaus	
3271	Darüberhinaus wird es oft als sehr positiv gesehen , wenn Sie sich in die Landessprache ausdrücken konnen und kann es auch zu einem löckeren personlichen Unterhaltung führen .	löckeren	132	140		lockeren	
3271	Darüberhinaus wird es oft als sehr positiv gesehen , wenn Sie sich in die Landessprache ausdrücken konnen und kann es auch zu einem löckeren personlichen Unterhaltung führen .	personlichen	141	153		persönlichen	
3272	Trotz dass es einige Sprachen gibt , die Weltweit mehr als Deutsch gesprochen werden , lohnt es sich meiner Meinung nach Deutsch zu lernen , es erweitert die Moglichkeiten sich in Deutschland fachlich auszutauschen auf jedem Fall .	Weltweit	41	49		weltweit	
3272	Trotz dass es einige Sprachen gibt , die Weltweit mehr als Deutsch gesprochen werden , lohnt es sich meiner Meinung nach Deutsch zu lernen , es erweitert die Moglichkeiten sich in Deutschland fachlich auszutauschen auf jedem Fall .	Moglichkeiten	158	171		Möglichkeiten	
3273	Sehr geehrte Kollegin , Meinem Chef erläutet dass Sie in unserer Firma in Stadt X arbeiten werden und dazu brauchen Sie ein wenige Tipps .	Meinem	24	30		mein	
3273	Sehr geehrte Kollegin , Meinem Chef erläutet dass Sie in unserer Firma in Stadt X arbeiten werden und dazu brauchen Sie ein wenige Tipps .	erläutet	36	44		erläutert	
3274	Allerdings ist Stadt X eine große und manchmal gefährliche Stadt .						
3275	Aber das ist einen Vorteil ein geeignetes Haus zu finden .						
3276	Ich weiß es nicht entweder Sie hier allein oder mit Ihrer Familie mitbringen wollen , dann sollen Sie ein besonderes und ungefährliches Umfeld gesucht werden .						
3277	Die Angebote für mieten hier ist erstauntlich .	erstauntlich	33	45		erstaunlich	
3278	Es gibt viele preiswerte oder teuere Möglichkeiten .						
3279	Aber man muss der Vermieter und die Nachbarn beachten , weil die vermiter die Fremde betrügen kann .	vermiter	65	73		Vermieter	
3280	Beim versuchen kann ich Ihnen gerne helfen .						
3281	Je mehr wir suchen , desto mehrere Chance finden wir .						
3282	Letztlich bin ich mir nicht sicher ob Sie ein Haus zu vermieten oder kaufen wollen .						
3283	Jedoch finde ich es nicht sinvoll ein Haus in Stadt X zu kaufen ohne dass Sie langfristig hier wohnen zu überlegen .	sinvoll	26	33		sinnvoll	
3284	Die Häuse sind hier zu teuer zu kaufen deshalb schlage ich es Ihnen nicht vor .						
3285	Ich wünsche Ihnen eine gute Reise und drücke Ihnen den Daumen .						
3286	Mit Freundlichen Grüßen Maria Meier	Freundlichen	4	16		freundlichen	
3287	Liebe Dana , Vor allem möchte ich zur bestandenen Prüfung gratulieren .	Vor	13	16		vor	
3288	Du hast sicher einen schönen Urlaub in der Turkei .	Turkei	43	49		Türkei	
3289	Ich besuche auch meine Verwandten in England .						
3290	Ich werde am nächsten Wochende in Stadt X fahren .	Wochende	22	30		Wochenende	
3291	Ich werde zwei Woche dort verbringen .						
3292	Ich wünsche mir aus Istambul einige Postkarte um die Sehenswürdigkeiten zu sehen .						
3293	Nach deiner Rückkerh werde ich dich am Wochenende besuchen und ich nehme etwas Geschänk aus Stadt X mit .	Rückkerh	12	20		Rückkehr	
3293	Nach deiner Rückkerh werde ich dich am Wochenende besuchen und ich nehme etwas Geschänk aus Stadt X mit .	Geschänk	79	87		Geschenk	
3294	Viele Grüße Maria						
3295	Liebe Dana , Ich habe dein Brief gelesen Ich will auch Istambul besuchen , aber Schick mir bitte ein Kleid .	Ich	13	16		ich	
3295	Liebe Dana , Ich habe dein Brief gelesen Ich will auch Istambul besuchen , aber Schick mir bitte ein Kleid .	Schick	80	86		schick	
3296	Ich habe Grüße 42 Meine Verwandten leben in Russland .						
3297	Tut mir leid , aber kann ich nicht dich bald besuchen .						
3298	Ich wünsche dir zur bestandenen Prüfung .						
3299	Mit herzlichen Grüsen deine Julia	Grüsen	15	21		Grüßen	
3300	Liebe Dana Hallo Dana , ich bin Maria .						
3301	Ich habe deine Brief gelesen Es Freue mich sehr .	Freue	32	37		freue	
3302	Dankeschön .						
3303	Wie warst du denn dein prüfung ?	prüfung	23	30		Prüfung	
3304	Und ich weiß nicht auf Istanbul dass was bekannt auf Istanbul ist .						
3305	Entschuldingung Aber möchte ich ein PostCard von Istanbul kannst du mir schinken ?	Entschuldingung	0	15		Entschuldigung	
3305	Entschuldingung Aber möchte ich ein PostCard von Istanbul kannst du mir schinken ?	schinken	72	80		schicken	
3306	Nachdem deiner Urlaub besuche ich dein Haus .						
3307	Machen wir ein Termin , für unser Treffen .						
3308	Ich rufe dich an sofort .						
3309	Und meine Verwandten leben in Südkorea .						
3310	Wenn ich Sommer Ferien habe , Fliege ich nach Südkorea Nocheinmal danke schön für deine Brief .	Sommer	9	15		Sommerferien	
3310	Wenn ich Sommer Ferien habe , Fliege ich nach Südkorea Nocheinmal danke schön für deine Brief .	Ferien	16	22		Sommerferien	
3310	Wenn ich Sommer Ferien habe , Fliege ich nach Südkorea Nocheinmal danke schön für deine Brief .	Fliege	30	36		fliege	
3310	Wenn ich Sommer Ferien habe , Fliege ich nach Südkorea Nocheinmal danke schön für deine Brief .	Nocheinmal	55	65		Noch einmal	
3311	Tschüß Viele Grüße Maria	Tschüß	0	6		Tschüss	
3312	Stadt X , den 22.2.2012 Liebe Dana , Es ist schön , wenn du mir Brief schicken hat .	Es	37	39		es	
3313	Herzliche Glück wunsch zum bestande Prüfung Du hatte toll gemach !	Glück	10	15		Glückwunsch	
3313	Herzliche Glück wunsch zum bestande Prüfung Du hatte toll gemach !	wunsch	16	22		Glückwunsch	
3314	Ich kann nicht bei dir besuchen , weil ich Deutsch lernen muss .						
3315	Mein Mutte wohn noch in Viet nam , deshalf ich immer besuchen kann .	Mutte	5	10		Mutter	
3315	Mein Mutte wohn noch in Viet nam , deshalf ich immer besuchen kann .	Viet	24	28		Vietnam	
3315	Mein Mutte wohn noch in Viet nam , deshalf ich immer besuchen kann .	nam	29	32		Vietnam	
3315	Mein Mutte wohn noch in Viet nam , deshalf ich immer besuchen kann .	deshalf	35	42		deshalb	
3316	Kann du mir von Instalbul ein postcard schicken .	Instalbul	16	25		Istanbul	
3317	wünsche dir schön zeit im Istalbul !	zeit	18	22		Zeit	
3317	wünsche dir schön zeit im Istalbul !	Istalbul	26	34		Istanbul	
3318	viele Grüße Maria	viele	0	5		Viele	
3319	Liebe Dana , sehr Dank für deine Brief .						
3320	Ich wünsche dier viel Glück für deine Prüfung .	dier	12	16		dir	
3321	Für dich ist es nicht schwer .						
3322	Ich besuchen dir sehr gern .						
3323	Istanbul ist sehr schönes Stadt .						
3324	Bringt mir bitte eine Rote Jacke mit die Große Blaue Blumen .	Rote	22	26		rote	
3324	Bringt mir bitte eine Rote Jacke mit die Große Blaue Blumen .	Große	41	46		große	
3324	Bringt mir bitte eine Rote Jacke mit die Große Blaue Blumen .	Blaue	47	52		blaue	
3325	Und noch mal vielen Dank .						
3326	Ich bin jetzt schon 7 Monaten in Stadt X. Ich bin hier alleine .						
3327	Nur mit meine Schwester und ihren kind .	kind	34	38		Kind	
3328	Meine ganze Familie blieb in Tschechai .						
3329	Meine zweite Schwester , Vati , Mutti und Opa .						
3330	Aber ich Lebe hier gern .	Lebe	9	13		lebe	
3331	Ich habe hier gute Arbeit und sehr nette Arbeitskollegen .						
3332	Es tut mir leid , aber ich muss schon endet .						
3333	Ich muss in die Arbeit gehen .						
3334	Schreibe mir gleich .						
3335	Viele Grüße M.						
3336	Liebe Dana , Stadt X 22.02.2012 Ich bin sehr gerne , du Prüfung schon fertig hast .	Ich	32	35		ich	
3337	Glückwunsch zur bestandenen Prüfung .						
3338	Istanbul ist sehr schön Staadt , wo deine Verwandte im Ausland gewohnt .	Staadt	24	30		Stadt	
3339	Wir können nächste Jahr zuzammen nach Istambul fahren .	zuzammen	24	32		zusammen	
3340	Ich wünsche sich aus Istambul ein typische Suwenier .	Suwenier	43	51		Souvenir	
3341	das wird für mich Befremden .						
3342	Wenn du schon zu Hause ist .						
3343	Ich gerne dich besuche .						
3344	Du muss mir fotos aus Urlaub ansehen .	fotos	12	17		Fotos	
3345	Viele Grüße Stefan						
3346	Deutschland , Stadt X 22/03/2012 Lieber Dana !						
3347	Ich würde gern dir besuchen .						
3348	Das ist super Idee , weil ich dich viele Zeit nicht gesehen habe , und will ich gern Türkei zehehen .						
3349	Ich freue mich , dass du hast viel Spaß da .						
3350	Velleicht kannst du mir eine schöne Rocke wünschen , das wär sehr nett .	Velleicht	0	9		Vielleicht	
3351	Ich wohne jetzt mit meinen Mutter in Stadt Y. Meine alle Famillie wohnen in Polen .						
3352	Deutschland gefällt mir super .						
3353	Ich wohne hier schon 4 Monaten und spreche ich viele , viele besser .						
3354	Ich warte für deine Antwort !						
3355	Ville Grüße Eva	Ville	0	5		Viele	
3356	Stadt X , 22/02/2012 Liebe Dana vielen Danke für ihr brief .	brief	53	58		Brief	
3357	Ich wünsche dich Glük zur bestandenen Prüfung .	Glük	17	21		Glück	
3358	Ich würde gern dir besuchen .						
3359	Ich habe keine Zeit trotzdem denke ich das ist ein gute idee .	idee	56	60		Idee	
3360	Ich wunsche dich ein schön Urlaub .	wunsche	4	11		wünsche	
3361	Istanbub ist ein sehr interessant Stadt , sie haben viel museum viel restaurants .	Istanbub	0	8		Istanbul	
3361	Istanbub ist ein sehr interessant Stadt , sie haben viel museum viel restaurants .	museum	57	63		Museum	
3361	Istanbub ist ein sehr interessant Stadt , sie haben viel museum viel restaurants .	restaurants	69	80		Restaurants	
3362	Bitte , kannst du mir ein Turkisch Schocolade mitbringen ?	Turkisch	26	34		türkische	
3362	Bitte , kannst du mir ein Turkisch Schocolade mitbringen ?	Schocolade	35	45		Schokolade	
3363	Ich hat zwei mal nach Istanbul geflogen wo Ihre Verwandten leben ?	mal	13	16		Mal	
3364	Weil meine liblingsfreunde in der Turkei lebt .	liblingsfreunde	11	26		liebsten Freunde	
3364	Weil meine liblingsfreunde in der Turkei lebt .	Turkei	34	40		Türkei	
3365	Vielen Dank Viele Gruße Katharina						
3366	lieber Dana .						
3367	Ich gratuliere dir für Brüfung bestanden Ich möchte dich zu Hause besuchen , aber ich habe keine Zeit ich muss lernen .	Brüfung	23	30		Prüfung	
3368	Ich möchte du mich eine blaue Auge mitbringen sie ist echt schön .						
3369	meine verwandten Leben in Syrian und wir müssen euch besuchen bis bald Deine Julia	meine	0	5		Meine	
3369	meine verwandten Leben in Syrian und wir müssen euch besuchen bis bald Deine Julia	Syrian	26	32		Syrien	
3370	Liebe Dana Stadt X 22.02.2012 im Sommer ich besucht ihn .						
3371	Du hast einen sehr gut Prüfung geschrib .						
3372	in istanbul sie besucht seinen Onkel und seine tante , die schon seit 10 Jahren hier Leben .	in	0	2		In	
3372	in istanbul sie besucht seinen Onkel und seine tante , die schon seit 10 Jahren hier Leben .	istanbul	3	11		Istanbul	
3372	in istanbul sie besucht seinen Onkel und seine tante , die schon seit 10 Jahren hier Leben .	tante	47	52		Tante	
3372	in istanbul sie besucht seinen Onkel und seine tante , die schon seit 10 Jahren hier Leben .	Leben	85	90		leben	
3373	Liebe Dana Danke sehr für diene Email .	Danke	11	16		danke	
3373	Liebe Dana Danke sehr für diene Email .	Email	32	37		E-Mail	
3374	Glückwunsch für deine bestandenen Prüfung gemacht !						
3375	Es freut mich ich komme sie besucht .						
3376	Ich gerne etwas aus Istanbul , vielleicht traditionale Essen ?						
3377	Sie kann mitbringen .						
3378	Miene verwandten liebt aus den USA .	verwandten	6	16		Verwandten	
3379	Viele Gruße Eva						
3380	Stadt X , den 22.02.2012 Liebe Dana , vielen Dank für ein Brief .						
3381	Ich habe dein Brief gelesen , war toll .						
3382	Die Prüfung habe ich bestanden .						
3383	sehr toll .						
3384	Danach bin ich nach Luxemburg gefahren .						
3385	Ich besuche meine Schwester .						
3386	Meine Schwester zeit einem jahre in Luxemburg gelieb .	zeit	16	20		seit	
3386	Meine Schwester zeit einem jahre in Luxemburg gelieb .	jahre	27	32		Jahr	
3387	Die Stadt ist so interessant mich. war schön .						
3388	Ich bleibe noch ein woche bei meine Schwester .	woche	20	25		Woche	
3389	Ich wünsche eine uhr aus Istanbul .	uhr	17	20		Uhr	
3390	Kannst du mir mitbringen .						
3391	Vielleicht treffen wir uns wenn du nach Trier zurück kommen .						
3392	Ich vermisse dich .						
3393	viele Grüße Katharina	viele	0	5		Viele	
3394	22.02.2012 Liebe Dana , ich danke dir für deine Brief , am Sammstag gehe ich bei dir aus Istanbul kommen .	Sammstag	59	67		Samstag	
3395	ich hbae Glückwunsch zur bestandenen Prüfung gemacht .	ich	0	3		Ich	
