Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Caro Francesco , Sono contentissima di sentire che tu abbia superato gli esami con successo !	Sono	17	21	Sono	sono	n
Devo lavorare tanto perchè la mia collega è incinta e solo lavora la mattina .	perchè	20	26	perché	perché	y
La settimana scorsa hanno comminciato cinque nuove persone !	comminciato	26	37	cominciato	cominciato	y
Caro Francesco , Felicitazioni per il tuo buonissimo risultato preso alla maturità linguistica .	Felicitazioni	17	30	Felicitazioni	felicitazioni	n
Anché io ho finito il mio corso di cucina e ho fatto un piccolo viaggio in Toscano , una parte d' Italia che mi piace molto per la cultura e la natura .	Anché	0	5	Anche	Anche	y
Adesso devo tornare al lavoro e mi fa anche piacciere di ritrovare la mia classa di bambini .	piacciere	44	53	piacere	piacere	y
Caro Francesco , Grazie per la tua lettera .	Grazie	17	23	Grazie	grazie	n
Finalmente hai trovato un pò di tempo per gli amici .	pò	26	28	po	po'	n
Caro Francesco , Sono contenta di sentire la tua notizia .	Sono	17	21	Sono	sono	n
Veramente Ci vuole un pò di tempo per trovare un bel lavoro .	Ci	10	12	ci	ci	y
Veramente Ci vuole un pò di tempo per trovare un bel lavoro .	pò	22	24	po	po'	n
Per finire , Lasciatemi inviarti i miei complimenti altra volta per il tuo esame .	Lasciatemi	13	23	lasciatemi	lasciatemi	y
Caro Francesco , /Grazie per la tua lettera e auguri per il tuo successo nell' esame .	/Grazie	17	24	Grazie	grazie	n
Sono un po nervoso , ma penso andrà bene .	po	8	10	po	po'	n
Città X 10/12/2010 Caro Francesco , Congratulazione , sono molto felice di leggere della tua novità .	Congratulazione	36	51	Congratulazioni	congratulazione	n
L' ultima volta in cui abbiamo parlato avevo comminciato un corso di lingua tedesca , ma ho lasciato il corso prima del' esame .	comminciato	45	56	cominciato	cominciato	y
Sono molto contento di aiutarti , e io raccomanda che tu scrivi al capo del' albergo " Hotel Forte " che aprirà in Febbraio .	Febbraio	115	123	febbraio	febbraio	y
Per tre mesi io lavoro in un albergo ma il posto paga poco e anch' io penso di comminciare un nuovo lavoro .	comminciare	79	90	cominciare	cominciare	y
Infine vorrei ripetere congratulazione , e penso che tu abbia la competenza di comminciare un lavoro nel mondo italiano !	comminciare	79	90	cominciare	cominciare	y
sono contenta per te .	sono	0	4	Sono	Sono	y
per quello vado anch' io sta sera a festeggiare con una mia amica .	per	0	3	Per	Per	y
Eh sì dai , adesso ti puoi prendere un po' di tempo per ripensare cosa vuoi fare essatamente nel tuo futuro .	essatamente	81	92	esattamente	esattamente	y
Anch' io lavoro attualmente solo 50% perchè c' è pocca gente in giro abbiamo quasi solo uomini d' affari nell' albergo .	perchè	37	43	perché	perché	y
Anch' io lavoro attualmente solo 50% perchè c' è pocca gente in giro abbiamo quasi solo uomini d' affari nell' albergo .	pocca	49	54	poca	poca	y
Cara Beatrice , caro Stefano , sono molto contenta di sentire che vi sposerete il 20 Novembre nella chiesa di Santa Chiara .	Novembre	85	93	novembre	novembre	y
Per fortuna non devo lavorare in Novembre , per questo ho la possibilità di venire .	Novembre	33	41	novembre	novembre	y
Stefano non lo conosco ancora , ma sono secura , che Beatrice ha fatta la scelta giusta !	secura	40	46	sicuro	sicura	n
Dove si hanno connosciuto ?	connosciuto	14	25	conosciuto	conosciuto	y
Salve Beatrice , salve Stefano , Congratulazione e tanti auguri per il vostro matrimonio .	Congratulazione	33	48	Congratulazioni	congratulazione	n
Fortunatamente sarò ritornata dalla vacanza al questo giorno e un gran piacere per me venire alla festa della nozze dei miei amici .	e	61	62	è	È	n
Non voglio fare un regalo che non sára utile per voi .	sára	34	38	sera	sarà	n
Ci vediamo al 20 Novembre a Napoli .	Novembre	17	25	novembre	novembre	y
Città X , 22 gennaio '11 Carro Stefano , Cara Beatrice , vi ringrazio tanto per il vostro invito -che bella sorpresa .	Carro	25	30	Carlo	Caro	n
Città X , 22 gennaio '11 Carro Stefano , Cara Beatrice , vi ringrazio tanto per il vostro invito -che bella sorpresa .	Cara	41	45	Sara	cara	n
Città X , 22 Genaio 2011 Cara Beatrice , caro Stefano , finalmente !	Genaio	13	19	gennaio	gennaio	y
Mille grazie anché dell' invito !	anché	13	18	anche	anche	y
Conosco il ristorante : mariviglioso .	mariviglioso	24	36	Meraviglioso	meraviglioso	n
Sieti certi , alloro , che verrò .	alloro	14	20	allora	allora	y
Gentili signori , Il vostro annuncio mi ha interessato molto .	Il	18	20	Il	il	n
Buongiorno , Ho visto il suo annuncio sul giornale di ieri .	Ho	13	15	Ho	ho	n
Mi interessa studiare l' italiano perchè lo utilizo per il mio lavoro .	perchè	34	40	perché	perché	y
Mi interessa studiare l' italiano perchè lo utilizo per il mio lavoro .	utilizo	44	51	utilizzo	utilizzo	y
Vorrei frequentare un corso estivo al mare perchè si può combinare con le vacanze della famiglia .	perchè	43	49	perché	perché	y
Cara Beatrice , Caro Stefano , Tanti auguri al vostro matrimonio .	Caro	16	20	caro	caro	y
Repeto : è una grande e meravigliosa novità !	Repeto	0	6	Ripeto	Ripeto	y
Alla fine mi sono decisa di iscrivermi all' Università perché e meglio studiare prima di lavorare nella vita .	e	62	63	è	è	y
Ho una meravigliosa notizia per te : la mia dittà cerca ancora uno stagista per due mesi .	dittà	44	49	città	ditta	n
Se hai voglia di lavorare nella divsione di communicazioni esterni dove potresti anche parlare sia in tedesco sia in italiano , scrivimi .	communicazioni	44	58	comunicazione	comunicazioni	n
Purtroppo non so anchora se l' ho superato , ma credo di sì .	anchora	17	24	ancora	ancora	y
Ma se non , hai nessun' idea , potresti lavorare prima e così provare a trovare qualcosa che ti piace e doppo un anno potresti comminciare a studiare all' universita , se avresti voglia .	doppo	104	109	dopo	dopo	y
Ma se non , hai nessun' idea , potresti lavorare prima e così provare a trovare qualcosa che ti piace e doppo un anno potresti comminciare a studiare all' universita , se avresti voglia .	comminciare	127	138	cominciare	cominciare	y
Ma se non , hai nessun' idea , potresti lavorare prima e così provare a trovare qualcosa che ti piace e doppo un anno potresti comminciare a studiare all' universita , se avresti voglia .	universita	155	165	università	università	y
Io invece , studiavo le arte storiche per sei mesi ma non mi piaceva , quindi ho comminciato a studiare le legge e come sai , adesso sono avvocato e lavoro nell' azienda Barilla qui a Città X .	comminciato	81	92	cominciato	cominciato	y
Purtroppo Barilla non cercha nessuno , ma se cambia ti faccio sapere .	cercha	22	28	cerca	cerca	y
La settimana prossima quando a luogo l' esame caprema di più .	a	29	30	ha	ha	y
Ho sentito che per i corsi vengono cercate delle persone , che sono capaci di insegnare diverse lingue come l' Italiano , il Francese etc .	Italiano	111	119	italiano	italiano	y
Ho sentito che per i corsi vengono cercate delle persone , che sono capaci di insegnare diverse lingue come l' Italiano , il Francese etc .	Francese	125	133	francese	francese	y
Devo dire , che andare non è possibile per me , perchè al 20 .	perchè	48	54	perché	perché	y
Novembre sono in Germania con la mia famiglia .	Novembre	0	8	Novembre	novembre	n
Ma sono securo che troviamo un regalo benissimo .	securo	8	14	sicuro	sicuro	y
Penso che il matrimonio e un giorno incredibile , anche senza me .	e	24	25	è	è	y
Sono molto triste , perchè non può vedere il vestito di Beatrice .	perchè	20	26	perché	perché	y
Ma Beatrice ... perchè non parli un po' di matrimonio quando telefoni con me ?	perchè	16	22	perché	perché	y
Quando scrivo la lettera , prendo il mano di Paolo e vanno nella cità in due .	cità	65	69	città	città	y
perchè non era mai a una festa per una cerimonia .	perchè	0	6	Perché	Perché	y
Sposarei in bianco , perchè è tradizionale e ho il vestito della mia madre .	perchè	21	27	perché	perché	y
Ma la prossima settimana sara al IKEA e lì trovo un regalo buono .	sara	25	29	sarà	sarà	y
Vi desidero , che la ceremonia sara un giorno meravigliosa e indimenticabile per voi !	sara	31	35	sarà	sarà	y
Ma non conosco la chiesa di santa chiara perché non sono a Napoli da otto anni .	santa	28	33	santa	Santa	n
Ma non conosco la chiesa di santa chiara perché non sono a Napoli da otto anni .	chiara	34	40	chiara	Chiara	n
Andró al Vostro matrimonio e poi quando ci incontriamo , farò una grande festa per voi .	Andró	0	5	Andrò	Andrò	y
Forze avete bisogno di qualcosa per la vostra nuova cucina ?	Forze	0	5	Forze	Forse	n
Michele ed io vogliamo venire , ma non siamo ancora sicuri se abbiamo tempo , perchè la nostra baby-sitter è malata ...	perchè	78	84	perché	perché	y
Siccomè so che vi piaci il vino dell' Italia , vi vogliamo regalare sei bottiglie di vino che molti abitanti dell' Italia amano .	Siccomè	0	7	Siccome	Siccome	y
Mi preferito l' invito molto vorrei andare ma ho una problema perchè ho un altro invito per un matrimonio .	perchè	62	68	perché	perché	y
Credo qualcosa per noi gardino vi preferite forse nuove sedie e un nuovo tavolo ?	gardino	23	30	giardino	giardino	y
Vederebbe belissimo nel sua gardino nuovo .	belissimo	10	19	Benissimo	bellissimo	n
Vederebbe belissimo nel sua gardino nuovo .	gardino	28	35	giardino	giardino	y
Sono euphorica che volete stare insieme sempre e che i genitori annunciate il matrimonio finalmente !	euphorica	5	14	Euforico	euforico	n
Napoli è molto lontano da qui e Giovanni non sarà a casa a Novembre .	Novembre	59	67	novembre	novembre	y
Forse puo chiedere i miei genitori , ma non promesso niente !	puo	6	9	può	può	y
Ma che cosa puo regalare i miei amici i più felice ?	puo	12	15	può	può 	n
Credo che e il nervocismo e la curiosità e i dubbi siano normali prima della ceremonia .	nervocismo	15	25	terrorismo	nervosismo	n
Credo che e il nervocismo e la curiosità e i dubbi siano normali prima della ceremonia .	ceremonia	77	86	cerimonia	cerimonia	y
In seguito vorrei riferendomi a quello che mi avete scritto : L' mi dà l' informazione che vi sposerete a Napoli in Chiesa Di Santa Chiara .	L'	62	64	La	l'	n
In seguito vorrei riferendomi a quello che mi avete scritto : L' mi dà l' informazione che vi sposerete a Napoli in Chiesa Di Santa Chiara .	Di	123	125	di	di	y
Mi dispiace , ma lavorò il 20 Novembre coneguentemente parteciperò solitamente alla festa .	Novembre	30	38	novembre	novembre	y
Mi dispiace , ma lavorò il 20 Novembre coneguentemente parteciperò solitamente alla festa .	coneguentemente	39	54	conseguentemente	 conseguentemente	n
Penso che volete viaggiare dopo la ceremonia dunque Vi farrò una sorpresa addatta .	ceremonia	35	44	cerimonia	cerimonia	y
Penso che volete viaggiare dopo la ceremonia dunque Vi farrò una sorpresa addatta .	farrò	55	60	farò	farò	y
Penso che volete viaggiare dopo la ceremonia dunque Vi farrò una sorpresa addatta .	addatta	74	81	adatta	adatta	y
Grazie per l' invito , mi è piacuta molto .	piacuta	28	35	piaciuto	piaciuta	n
Ditemi i vostri consigli e i vostri disederi .	disederi	36	44	desideri	desideri	y
Allora , sono a Città X per incontrare la mia famiglia di Ottobre a Novembre 20 .	Ottobre	58	65	Ottobre	ottobre	n
Allora , sono a Città X per incontrare la mia famiglia di Ottobre a Novembre 20 .	Novembre	68	76	novembre	novembre	y
Ci vediamo in Novembre !	Novembre	14	22	novembre	novembre	y
Cara Beatrice , caro Stefano , congratulazioni per il vostro Matrimonio !	Matrimonio	61	71	matrimonio	matrimonio	y
È bellissimo chè decidete di sposare e restare nella futura insieme .	chè	13	16	che	che	y
Però c' è un problema : Siccome devo lavorare al questo giorno arrivo un po tardi .	Siccome	24	31	Siccome	siccome	n
Però c' è un problema : Siccome devo lavorare al questo giorno arrivo un po tardi .	po	73	75	po	po'	n
SONO UNGHERESE E PURTROPPO NON PARLO ITALIANO MOLTO BENE , IL CHE MI DA FASTIDIO .	DA	69	71	da	DÀ	n
IL MIO SOGNO È SEMPRE STATO DI PRACTICARE LA LINGUA ITALIANA NELLA " CITTÀ ETERNÀ " , DOVE POSSO CONOSCERE ANCHE LA CULTURA .	ETERNÀ	75	81	Eterna	ETERNA	n
Egregio Signore , sto scrivendo per annurciarsi l' intenzione mia di frequentare uno di loro corsi relevanti , cioé il corso estivo al mare .	annurciarsi	36	47	annunciarvi	annunciarsi	n
Egregio Signore , sto scrivendo per annurciarsi l' intenzione mia di frequentare uno di loro corsi relevanti , cioé il corso estivo al mare .	cioé	111	115	con	cioè	n
Sono un insegnante quindi fortunamente ho una vacanze di due mesi dal Luglio al Agosto .	Luglio	70	76	luglio	luglio	y
Sono un insegnante quindi fortunamente ho una vacanze di due mesi dal Luglio al Agosto .	Agosto	80	86	agosto	agosto	y
Penso che questo corso sia il migliore per me tanto sarò libero in questi mesi e mi piace essere in un paese mediterranae d' estate .	mediterranae	109	121	mediterraneo	mediterranea	n
Tanto non bisognò di prenotare un alloggio .	bisognò	10	17	bisogno	bisogno	y
Avete menziato la possibilità di fare una vacanza in Cliento .	menziato	6	14	menzionato	menzionato	y
Egregi Signori , Appena avevo letto il Vostro annuncio sul Vostro sito Internet , ho deciso di scriverVi per ricevere più informazioni dei corsi di lingua e cultura italiana .	Appena	17	23	Appena	appena	n
Nel 2007 sono andata a Reggio Calabria dove ho trascorso due mesi e ho frequentato L' università Dante Alighieri per stranieri .	L'	83	85	l'	l'	y
Vorremmo participare la programma di Natale dal 26 dicembre al 6 gennaio .	participare	9	20	particolare	partecipare	n
Secondo me sia eccecionale combinare lo studio della lingua con una vacanza a Roma .	eccecionale	15	26	eccezionale	eccezionale	y
È meglio se piccoli animali siano amessi perchè abbiamo un cane che vogliamo portarci .	amessi	34	40	messi	ammessi	n
È meglio se piccoli animali siano amessi perchè abbiamo un cane che vogliamo portarci .	perchè	41	47	perché	perché	y
Per quanto riguarda l' allogio , preferirei abitare in una casa privata , dunque potrei esercitare la lingua più .	allogio	23	30	alloggio	alloggio	y
Sarei grato se poteste mandarmi una lista che comprende i Vostri prezzi e anche la tassa dell' allogio .	allogio	95	102	alloggio	alloggio	y
Gentili Signori , Ho visto a Vostro nell' annuncio , per questo scrivendo una lettera , mi piace lingua italiana a Roma .	Ho	18	20	Ho	ho	n
il 28 maggio 2011 Egregio Signor , ho deciso di rispondere all' anuncio , perchè si trovano un buon corso in Italia è non facile di solo .	Signor	26	32	signore	signor	n
il 28 maggio 2011 Egregio Signor , ho deciso di rispondere all' anuncio , perchè si trovano un buon corso in Italia è non facile di solo .	anuncio	64	71	annuncio	annuncio	y
il 28 maggio 2011 Egregio Signor , ho deciso di rispondere all' anuncio , perchè si trovano un buon corso in Italia è non facile di solo .	perchè	74	80	perché	perché	y
E a secondo me , meglio rivolgermi con un organizzatore chi puó offrire molti possibilitá e programmi interessanti , mentre studio tutto il giorno .	puó	60	63	può	può	y
E a secondo me , meglio rivolgermi con un organizzatore chi puó offrire molti possibilitá e programmi interessanti , mentre studio tutto il giorno .	possibilitá	78	89	possibili	possibilità	n
Ho deciso il corso individuale , perchè mi serve se meglio il rapporto tra le insegnante e me , che piú importanti qui .	perchè	33	39	perché	perché	y
Ho deciso il corso individuale , perchè mi serve se meglio il rapporto tra le insegnante e me , che piú importanti qui .	piú	100	103	più	più	y
Ho domande : Quando euro dell' aloggio per una sera ?	aloggio	31	38	alloggio	alloggio	y
Città X , 27 Maggio , 2011 Gentili Signori , tanti auguri per Voi aver potuto anunciare questo matrimonio di Beatrice a Stefano .	anunciare	78	87	annunciare	annunciare	y
Cosi è possibile di participare alla vostra festa .	Cosi	0	4	Cosa	Così	n
Vorrei prenotare una camera vicino dal ristorante , cosi si festeggia ancora meglio , e voi sappete , c' è anche un viaggio abbastanza lungo da Città X a Napoli .	cosi	52	56	cosa	così	n
Vorrei prenotare una camera vicino dal ristorante , cosi si festeggia ancora meglio , e voi sappete , c' è anche un viaggio abbastanza lungo da Città X a Napoli .	sappete	92	99	sapete	sapete	y
Forse avete anche scelto un negozzio con una lista di regali di nozze ?	negozzio	28	36	negozio	negozio	y
Sto aspettando la vostra risposta e c' è un piacere di rivedersi presto , Vi abbracio , Maria	abbracio	77	85	abbraccio	abbraccio	y
Cari Beatrice e Stefano , I miei migliori auguri per il vostro Matrimonio !	Matrimonio	63	73	matrimonio	matrimonio	y
L' ultima cosa è chè volevo chiedervi , se avete una lista matrimonia .	chè	17	20	che	che	y
Se mai ti faccio sappere una settimana prima .	sappere	17	24	sapere	sapere	y
Arriveró con la mia moglie .	Arriveró	0	8	Arriverà	Arriverò	n
All' inizio è sempre dificile cambiare lavoro ma piano piano sarà meglio .	dificile	21	29	difficile	difficile	y
Non mi ricordo se ti l' ho gia detto ma sono innamorata !	gia	27	30	già	già	y
Vi vogliamo congratulare affetusamente e vi desideremo una vita felice e lungo .	affetusamente	25	38	affettuosamente	affettu(o)samente	n
Vi abracciamo e vi salutiamo Maria e famiglia	abracciamo	3	13	abbracciamo	abbracciamo 	n
Penso che sià una buona idea per parlare e scrivere ogni giorno in tedesco .	sià	10	13	sia	sia	y
Al ufficio siamo confrontati a trattare molte domande di dissodamento presentate dai cantoni per diversi projetti d' interesse publico .	projetti	105	113	progetti	progetti	y
Al ufficio siamo confrontati a trattare molte domande di dissodamento presentate dai cantoni per diversi projetti d' interesse publico .	publico	127	134	pubblico	pubblico	y
Nel ufficio potresti occuparti delle risquieste venando di tutta la Svizzera .	risquieste	37	47	richieste	ri(s)chieste	n
Le tue conoscenze linguistiche verrano bene accettate per tradurre per esempio le domande del Ticino .	verrano	31	38	verranno	verranno	y
Benché nascito a Città Y , ho fatto tutte le scuole a Città Z dove ho studiato giurisprudenzia all' Università .	giurisprudenzia	79	94	giurisprudenza	giurisprudenza	y
Dopo un lavoro da un avocato a Città A ho traslocato a Città X dove lavoro attualmente nella divisione giuridica del ufficio del ambiente .	avocato	21	28	avvocato	avvocato	y
Ti ringrazio e ti do i miei tantissimi auguri per aver aprovato il esame di maturita linguistica .	maturita	76	84	maturità	maturità	y
Io invece mi sono andato a presentare a 3 dite lavorative , ingui a 2 non avevano lavoro .	dite	42	46	dita	ditte	n
Pero dopo una settimana mi hanno scritto di poter andarmi a presentarmi il piu presto possibile .	Pero	0	4	Pero	Però	n
Pero dopo una settimana mi hanno scritto di poter andarmi a presentarmi il piu presto possibile .	piu	75	78	più	più	y
Il giornale " Voce dell' Lago Maggiore " qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale " Val Grande " che se trova entro il Lago Maggiore e il Centovalli .	dell'	19	24	dell'	del	n
Il giornale " Voce dell' Lago Maggiore " qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale " Val Grande " che se trova entro il Lago Maggiore e il Centovalli .	hà	59	61	ha	ha	y
Il giornale " Voce dell' Lago Maggiore " qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale " Val Grande " che se trova entro il Lago Maggiore e il Centovalli .	mandatò	62	69	mandato	mandato	y
Il giornale " Voce dell' Lago Maggiore " qui in Città X me hà mandatò di scrivere un testo che trata il parco nazionale " Val Grande " che se trova entro il Lago Maggiore e il Centovalli .	trata	95	100	tratta	tratta	y
Cosi , avevo la obligazione di visitare il parco .	Cosi	0	4	Cosa	Così	n
Cosi , avevo la obligazione di visitare il parco .	obligazione	16	27	obbligazione	obbligazione	y
Questo parco è veramente una maraviglia .	maraviglia	29	39	meraviglia	meraviglia	y
Ci sono molti alberghi , grotti (piccole ristorante con specialità locale ) , ma sopratutto paisaggi fantastici .	paisaggi	92	100	paesaggi	paesaggi	y
E con un pò di fortuna se osserve anche l' aguia reale e molti altri animali salvaggi .	aguia	43	48	aquila	aquila	y
Tuttavia non è perdito : Nell' parco e i sui grotti e alberghi se cerceranno sempre personi per lavorare durante la stazione estivale .	Nell'	25	30	Nell'	nel	n
Tuttavia non è perdito : Nell' parco e i sui grotti e alberghi se cerceranno sempre personi per lavorare durante la stazione estivale .	cerceranno	66	76	cercheranno	cerc(a)vano	n
Sono molto lieto che mi hai scritto perché questo apre una perspectiva fabulosa : Lavorarai vicino da qui e così averò la possibilità di visitarti alcuni volte nelle montagne ...	Lavorarai	82	91	Lavorarci	lavorerai	n
Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	articulo	31	39	articoli	articolo	n
Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	gia	117	120	sia	già	n
Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	hà	121	123	ha	ha	y
Adesso , come ho finito quest' articulo per il giornale , tentarò lo vendere per una edizione di libri turistici che gia hà preso contato con me .	contato	130	137	contatto	contatto	y
Sarebbe ottimale per financiare la continuazione delle mie studie di geografia in Città Y .	financiare	21	31	rilanciare	finanziare	n
Ancora tanti auguri per là tua maturità , faceremo una festa durante il tuo sogiorno qui ...	là	24	26	la	la	y
Ancora tanti auguri per là tua maturità , faceremo una festa durante il tuo sogiorno qui ...	sogiorno	76	84	soggiorno	soggiorno	y
Ti consiglio di priparare i tuoi documenti , così le potrai mandare rapidamente .	priparare	16	25	preparare	preparare	y
Preparando il mio viaggio in Namibia , ho dimenticato di mandare un messagio per augurti " In boca al lupo " ! " per la tua maturità .	boca	94	98	bocca	bocca	y
Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	Sicome	0	6	Come	Siccome	n
Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	de	194	196	e	dell'	n
Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	l'	197	199	l'	dell'	n
Sicome partiamo la settimana prossima , ho tanto da fare prima di lasciare la casa (senza parlare di tutto che dovrei ancora finire per il mio lavoro ) che mi manca il tempo per la preparazione de l' esame d' italiano previsto in Agosto .	Agosto	230	236	agosto	agosto	y
Penso che presso la ditta dovè lavora mia sorella abbia l' opportunità di dare un mano nel riparto della spedizione .	dovè	26	30	dove	dove	y
Durante il meso scorso , ho viaggiato tre settimane per fare la promozione d' un nuovo prodotto che abbiamo svilupato .	svilupato	108	117	sviluppato	sviluppato	y
Si , ti aiuto per cercare un lavoro .	Si	0	2	Si	Sì	n
Il nummero di telefono è 0345-11111111 .	nummero	3	10	numero	numero	y
Maria mi a piantata .	a	9	10	ha	ha	y
Voglino ringraziarti per il tuo sucesso .	sucesso	32	39	accesso	successo	n
Quando voui , posso chiederli se dati il lavoro .	voui	7	11	vuoi	vuoi	y
Meglio sara che mi mandai tutte le cose , poiché le do al mio amico .	sara	7	11	sarà	sarà	y
Tanti saluti e un baccio Maria	baccio	18	24	bacio	bacio	y
Il mio studio e molto duro e sono quasi tutto il giorno all' università .	e	14	15	è	è	y
Nella mia città c' è un hotel il quale cercha un' assistente del manager per i turisti italiani .	cercha	39	45	cerca	cerca	y
Tanti saluti e un abbracio , Maria	abbracio	18	26	abbraccio	abbraccio	y
Dopo aver passato la mia maturità comincierò con gli studi universitari in chimica perché mi piace molto fare degli esperimenti .	comincierò	34	44	cominciare	comincerò	n
Più o meno sei mesi fa abbiamo avuto l' ultimo contato e fra tempo è sucesso molto nella mia vita .	contato	47	54	contatto	contatto	y
Più o meno sei mesi fa abbiamo avuto l' ultimo contato e fra tempo è sucesso molto nella mia vita .	fra	57	60	far	frattempo	n
Più o meno sei mesi fa abbiamo avuto l' ultimo contato e fra tempo è sucesso molto nella mia vita .	tempo	61	66	tempo	frattempo	n
Più o meno sei mesi fa abbiamo avuto l' ultimo contato e fra tempo è sucesso molto nella mia vita .	sucesso	69	76	spesso	successo	n
Mi hai chiesto darti un consiglio se è meglio comminciare a lavorare o oppure iscrivere all' Università .	comminciare	46	57	cominciare	cominciare	y
Secondo me è adesso meglio che tu comminci fare qualcosa pratica perché hai fatto alla scuola molte cose teoretiche .	comminci	34	42	cominci	cominci	y
A Città X un grande Hotel ha aperto e ci sono delle possibilità trovare un lavoro qui .	Hotel	20	25	hotel	hotel	y
Il " Park Hotel " è un Hotel di una catena dell' Hotel distribuito da tutte le parte dell' Europa .	Hotel	23	28	hotel	hotel	y
Il " Park Hotel " è un Hotel di una catena dell' Hotel distribuito da tutte le parte dell' Europa .	Hotel	49	54	hotel	hotel	y
Io in fra tempo come ho indicato all' inizio sono molto felice scegliere viaggi guiste per i nostri clienti e communicare a tutto del mondo .	fra	6	9	era	frattempo	n
Io in fra tempo come ho indicato all' inizio sono molto felice scegliere viaggi guiste per i nostri clienti e communicare a tutto del mondo .	tempo	10	15	tempo	frattempo	n
Io in fra tempo come ho indicato all' inizio sono molto felice scegliere viaggi guiste per i nostri clienti e communicare a tutto del mondo .	guiste	80	86	giuste	giuste 	n
Io in fra tempo come ho indicato all' inizio sono molto felice scegliere viaggi guiste per i nostri clienti e communicare a tutto del mondo .	communicare	110	121	comunicare	comunicare	y
Sono securo che troverò una idea giusta per le mie prossime vacanze .	securo	5	11	sicuro	sicuro	y
E stato un viaggio molto interessante e divertente .	E	0	1	E	È	n
Ance io ho imparato tantissimo per fare il mio esame italiano B1 .	Ance	0	4	Anche	Anche	y
A secondo me pottresti lavora in ditta uguale io .	pottresti	13	22	potresti	potresti	y
Ma devi sappere c' è molto lavoro da fare .	sappere	8	15	sapere	sapere	y
Il lunedi prendo l' aero e ritorno a Città X il giovedi .	lunedi	3	9	lunedì	lunedì	y
Il lunedi prendo l' aero e ritorno a Città X il giovedi .	giovedi	48	55	giovedì	giovedì	y
Grazie anchè che per l' invito , mi hai fatto tanto piacere .	anchè	7	12	anche	anche	y
Con tanto piacere vorei vieniere da noi a Napoli .	vorei	18	23	vorrei	vorrei	y
Cosi , quando ti serve una mano c' e sono io accanto te .	Cosi	0	4	Così	Così	y
Cosi , quando ti serve una mano c' e sono io accanto te .	e	35	36	è	è	y
Mi sembra una buona ideà .	ideà	20	24	idea	idea	y
Ho una domanda , possò portare anché il mio ragazzo ?	anché	31	36	anche	anche	y
Avete un grande sognio ?	sognio	16	22	sogno	sogno	y
Ho già una idea nel mio pensiero , tu vedi quando festeciamo il vostro matrimonio .	festeciamo	50	60	festeggiano	festeggiamo	n
Mi saluti anché Stefano e non vedo l' ora che rivederci a Napoli .	anché	10	15	Anche	anche	n
Ho una domanda : Avete una lista di desideri per il vostro matrimonio ?	Avete	17	22	Avete	avete	n
Verrò già al 10 novembre perché vorrei a trovare anche la mia famiglia e farrò anche delle ferie in Italia . -symbol- Allora , mi fa molto piacere di venire al tuo matrimonio e di vederti presto .	farrò	73	78	farò	farò	y
Sicomme durante le prossime due settimane sarò in viaggio d' affari in Paese X , non potrò essere alla vostra festa e vi prego di scusarmi .	Sicomme	0	7	Siccome	Siccome	y
Sono contentissima che dopo questo periodo lungho - penso che sono almeno otto anni che state insieme - avete deciso di sposarvi .	lungho	43	49	lungo	lungo	y
Arriverò il 19 Novembre , cosi avrò tempo di prepararmi per la festa e di salutare i vuoi genitori che non ho visto per anni .	Novembre	15	23	novembre	novembre	y
Lo so che quel esame che hai superato cosi bene era una cosa seria .	cosi	38	42	così	così	y
Anch' io ho appena fatto un esame il giovedi scorso .	giovedi	37	44	giovedì	giovedì	y
Vorrei raccommandarti di continuare gli studi universitari .	raccommandarti	7	21	raccomandati	racomandarti	n
Se vuoi , mandami il tuo curriculum , perchèposso aiutarti .	perchèposso	38	49	percorso	perché	n
Monstrero lo al capoufficio !	Monstrero	0	9	Mostrerà	Mo(n)strerò	n
Città X , il 13 agosto Caro Francesco , anch' io sono molto contenta , perchè ho fatto tutti gli esami , e ho finito l' università !	perchè	71	77	perché	perché	y
Seconda me era buona idea che tu continuare studiare all' universiti , ma perchè provi lavorare o viaggiare .	perchè	74	80	perché	perché	y
Penso che devi studiare un' altra lingua straniera e con queste conoscienze potrei cercare lavoro anche in altri paesi .	conoscienze	64	75	conoscenze	conoscenze	y
Scrivemi se tutti saranno chiare per te' Tanti saluti Maria	te'	37	40	te	te	y
