Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Die gibt viele Museum und Tehater .	Tehater	26	33	Theater	Theater	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	prüfung	22	29	Prüfung	Prüfung	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	Ich	32	35	ich	ich	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	get	71	74	geht	geht	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	Ich	87	90	ich	ich	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	tante	117	122	Tante	Tante	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	onkel	127	132	Onkel	Onkel	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	Ich	167	170	ich	ich	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	wüsche	171	177	wünsche	wünsche	y
Glückwunsch zur deine prüfung , Ich bin schietoll für dich , für mir , get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat , und was Ich wüsche in istanbul ist dass eine Mütze , Mütze finde ich schön .	istanbul	181	189	Istanbul	Istanbul	y
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	verwandten	20	30	verwandten	Verwandten	n
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	Ich	64	67	ich	ich	y
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	besuch	71	77	Besuch	Besuch	y
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	Ich	87	90	ich	ich	y
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	besuch	91	97	besuche	Besuch	n
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	dagibt	126	132	damit	da gibt	n
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	Ich	139	142	ich	ich	y
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	heir	170	174	hier	hier	y
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	Ich	182	185	ich	ich	y
Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant , wenn du heir bist , Ich komme zur besuch niest Monat .	besuch	196	202	Besuch	Besuch	y
Viel glückwünsch zum prüfung bestanden Istanbul ist sehr schön Stadt in der Türkei und intressant , aber man kann verwandt nicht in alles Stadt , weil es ist großer Stadt .	glückwünsch	5	16	Glückwunsch	Glückwunsch	y
Viel glückwünsch zum prüfung bestanden Istanbul ist sehr schön Stadt in der Türkei und intressant , aber man kann verwandt nicht in alles Stadt , weil es ist großer Stadt .	prüfung	21	28	Prüfung	Prüfung	y
Viel glückwünsch zum prüfung bestanden Istanbul ist sehr schön Stadt in der Türkei und intressant , aber man kann verwandt nicht in alles Stadt , weil es ist großer Stadt .	intressant	87	97	interessant	interessant	y
Ich wünsche gern ein bild ( Sovinier ) von Istanbul .	bild	21	25	Bild	Bild	y
Ich wünsche gern ein bild ( Sovinier ) von Istanbul .	Sovinier	28	36	Solingen	Souvenir	n
Ich kann dich auch nach deiner Rückkehr mal wieder zu Hause besuchen und erzahlst du über deine verwandet .	erzahlst	73	81	bezahlst	erzählst	n
Ich kann dich auch nach deiner Rückkehr mal wieder zu Hause besuchen und erzahlst du über deine verwandet .	verwandet	96	105	verwendet	Verwandten	n
stadt X 2012 , 02,27 Liebe Silke , Vielen Dank Vor deinen E-mail .	Vielen	35	41	Vielen	vielen	n
stadt X 2012 , 02,27 Liebe Silke , Vielen Dank Vor deinen E-mail .	Vor	47	50	vor	vor	y
stadt X 2012 , 02,27 Liebe Silke , Vielen Dank Vor deinen E-mail .	E-mail	58	64	Email	E-Mail	n
Vielleicht können wir treffen am Morgen um 12,00 Uhr in der Bahnhof , weil wir einen Urlaub für ein paar tagen haben .	tagen	105	110	Tagen	Tagen	y
Wir haben eine schöne katz house und sie ist sehr freudlisch und hoffe ich das sie gefalt dir .	katz	22	26	Katze	Katze	y
Wir haben eine schöne katz house und sie ist sehr freudlisch und hoffe ich das sie gefalt dir .	house	27	32	hause	Haus	n
Wir haben eine schöne katz house und sie ist sehr freudlisch und hoffe ich das sie gefalt dir .	freudlisch	50	60	freundlich	freundlich	y
Wir haben eine schöne katz house und sie ist sehr freudlisch und hoffe ich das sie gefalt dir .	das	75	78	das	dass	n
Wir haben eine schöne katz house und sie ist sehr freudlisch und hoffe ich das sie gefalt dir .	gefalt	83	89	gemalt	gefällt	n
Ich habe am bald Gebutstag und freu ich mich auf eine kleine Vase .	Gebutstag	17	26	Veitstag	Geburtstag	n
Da fällt mir ein : Wie geht es dir und deine familie ?	familie	45	52	Familie	Familie	y
Uns geht es gaz gut .	gaz	12	15	ganz	ganz	y
Liebe Größe Julia	Größe	6	11	Grüße	Grüße	y
Stadt X 27.02.012 Lieber Silke Wie geht es dir ?	Lieber	18	24	Liebe	Liebe	y
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	gefroht	9	16	gefragt	gefreut	n
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	das	25	28	was	dass	n
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	get	36	39	geht	geht	y
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	welkomme	237	245	bekomme	willkommen	n
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	Koch	386	390	Koch	Kochbuch	n
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	Buch	391	395	Buch	Kochbuch	n
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	besuch	444	450	Besuch	Besuch	y
Ich habe gefroht zu höre das du gut get und deine Familier auch , Und bei mir ist alles gut , mein Familie sind auch gut , Ich mache meine Geburtstag zu Hause alle meine Familei und meine Freund komme , Geburtstag ist von 3 Uhr und bist welkomme , hast du gefragt ob ich Tiere mögen , nicht alle Tiere möge ich , Katze und Hund gefällt mir gut , Ich wünsche mir zu meine Geburtstag ein Koch Buch weil koch ich gern , Silke bei dir komme ich zu besuch in zwei wochen .	wochen	459	465	Wochen	Wochen	y
Stadt X , den 28.02.12 Liebe Dana , Herzliche Glückwunsch zur bestandenen Prüfung , ich freue mich für dich .	Herzliche	36	45	Herzlichen	herzliche	n
Natürlich es ist schon , wenn man Verwandte im Auslad hat , die man zu besuchen kann .	schon	17	22	schön	schön	y
Natürlich es ist schon , wenn man Verwandte im Auslad hat , die man zu besuchen kann .	Auslad	47	53	Ausland	Ausland	y
Irgend wann besuche ich sie .	Irgend	0	6	Irgend	Irgendwann	n
Irgend wann besuche ich sie .	wann	7	11	dann	Irgendwann	n
Ich weis es nicht was man da in Istanbul kaufen kann , aber ich habe ein Wunsch bring mir vier Meter Stoff aus Seide mit .	weis	4	8	weiß	weiß	y
Vieleicht im Mai nach meiner Prüfung .	Vieleicht	0	9	Vielleicht	Vielleicht	y
Stadt X den 27.02.12 Liebe Dana , glückwunsch zur deinen bestandenen Prüfung und auch für die Reise nach Istanbul bei deine Verwandten .	glückwunsch	34	45	Glückwunsch	Glückwunsch	y
Ich frohe mich dass du der stralende und misterieuse Istanbul besuchen hast .	frohe	4	9	froh	freue	n
Ich frohe mich dass du der stralende und misterieuse Istanbul besuchen hast .	stralende	27	36	strahlenden	strahlende	n
Ich frohe mich dass du der stralende und misterieuse Istanbul besuchen hast .	misterieuse	41	52	materielle	mysteriöse	n
Besonder die orienalichen Kuchen .	Besonder	0	8	Besonders	Besonders	y
Besonder die orienalichen Kuchen .	orienalichen	13	25	ordentliche	orientalischen	n
Kontest du mir eine Sarayglie bringen ?	Kontest	0	7	Konntest	Könntest	n
Villeicht konnten wir zuzamen am Ende des Jahr beim meinen Verwandten die in Finland leben gehen .	Villeicht	0	9	Vielleicht	Vielleicht	y
Villeicht konnten wir zuzamen am Ende des Jahr beim meinen Verwandten die in Finland leben gehen .	zuzamen	22	29	zusammen	zusammen	y
Villeicht konnten wir zuzamen am Ende des Jahr beim meinen Verwandten die in Finland leben gehen .	Finland	77	84	Finnland	Finnland	y
Ich wünsche dir viele Glück zur deine Prüfung Ich komme gern bei dir zu besuch bitte ruf mir an wenn du weider zurück aus Istanbul kommst .	besuch	72	78	Besuch	Besuch	y
Ich wünsche dir viele Glück zur deine Prüfung Ich komme gern bei dir zu besuch bitte ruf mir an wenn du weider zurück aus Istanbul kommst .	weider	104	110	wieder	wieder	y
bringst du mir bitte eine Jacke aus Istanbul Liebe Grüße Stefan	bringst	0	7	Bringst	Bringst	y
Libe Dana , Stadt X 27.02.12 .	Libe	0	4	Liebe	Liebe	y
Danke für Sie deine Brif .	Danke	0	5	Dank	danke	n
Danke für Sie deine Brif .	Brif	20	24	Brief	Brief	y
Natürlich besuche ich dich wann zürick kommen .	zürick	32	38	zurück	zurück	y
Aber ich mache Party am Sontag und lade ich dich ein , Ich freue mich für usere Besuchen .	Sontag	24	30	Sonntag	Sonntag	y
Aber ich mache Party am Sontag und lade ich dich ein , Ich freue mich für usere Besuchen .	Ich	55	58	ich	ich	y
Aber ich mache Party am Sontag und lade ich dich ein , Ich freue mich für usere Besuchen .	usere	74	79	unsere	unsere	y
Ich hatte aus Istanbul schal oder schone Ohre .	schal	23	28	Schal	Schal	y
Ich hatte aus Istanbul schal oder schone Ohre .	schone	34	40	schon	schöne	n
Ich möchte gern in Istanbul urlob machen .	urlob	28	33	grob	Urlaub	n
Ich mache ein ( 1 ) Woche vor Du meine Prüfung und bestanden habe , ich komme gern in STambaL und bleibe 2 Woche , ich liebe strand und schiffsfahrt das ist sehr Gut .	STambaL	86	93	Samba	Istanbul	n
Ich mache ein ( 1 ) Woche vor Du meine Prüfung und bestanden habe , ich komme gern in STambaL und bleibe 2 Woche , ich liebe strand und schiffsfahrt das ist sehr Gut .	strand	125	131	Strand	Strand	y
Ich mache ein ( 1 ) Woche vor Du meine Prüfung und bestanden habe , ich komme gern in STambaL und bleibe 2 Woche , ich liebe strand und schiffsfahrt das ist sehr Gut .	schiffsfahrt	136	148	Schifffahrt	Schiffsfahrt	n
Ich mache ein ( 1 ) Woche vor Du meine Prüfung und bestanden habe , ich komme gern in STambaL und bleibe 2 Woche , ich liebe strand und schiffsfahrt das ist sehr Gut .	Gut	162	165	gut	gut	y
Ich habe meiner Große Opa und Oma im Hauptstadt Ankara , nicht viele Kilometer von STembul .	Große	16	21	Größe	Großvater	n
Ich habe meiner Große Opa und Oma im Hauptstadt Ankara , nicht viele Kilometer von STembul .	Opa	22	25	Opa	Großvater	n
Ich habe meiner Große Opa und Oma im Hauptstadt Ankara , nicht viele Kilometer von STembul .	STembul	83	90	Seoul	Istanbul	n
Stadt X , den 27.02.12 Liebe Olga , ich wunsche dir Glück zur Prüfung , und bin ich jetzt in den Urlaub .	wunsche	40	47	wünsche	wünsche	y
Morger wir machen Ausflug im Stadt und besuchen Geschäft .	Morger	0	6	Sorgen	Morgen	n
Schreib mir Bitte , welhe Geschänk kann ich mit bringen oder schicken .	Bitte	12	17	bitte	bitte	y
Schreib mir Bitte , welhe Geschänk kann ich mit bringen oder schicken .	welhe	20	25	welche	welche	y
Schreib mir Bitte , welhe Geschänk kann ich mit bringen oder schicken .	Geschänk	26	34	Geschäft	Geschenk	n
Schreib mir Bitte , welhe Geschänk kann ich mit bringen oder schicken .	mit	44	47	mit	mitbringen	n
Schreib mir Bitte , welhe Geschänk kann ich mit bringen oder schicken .	bringen	48	55	bringen	mitbringen	n
Hertzliche Grüße Katharina	Hertzliche	0	10	Herzliche	Herzliche	y
Stadt X , 28.02.2012 Liebe Dana , ich antworte dir jetz sofort .	jetz	51	55	jetzt	jetzt	y
Ja gutte idee aus Istanbul wünschen ich ein Kleidung zum Beispiel die Rock .	gutte	3	8	gute	gute	y
Ja gutte idee aus Istanbul wünschen ich ein Kleidung zum Beispiel die Rock .	idee	9	13	Ideen	Idee	n
Ich habe auch im andere Land Verwandten Meine Onkel und Tante leben in Polen in die Küste das ist auch schöne Stad , und es ist auch interessand .	Stad	110	114	Stadt	Stadt	y
Ich habe auch im andere Land Verwandten Meine Onkel und Tante leben in Polen in die Küste das ist auch schöne Stad , und es ist auch interessand .	interessand	133	144	interessant	interessant	y
Zuerst sage ich dir Glückwunsch zur prüfung bestanden .	prüfung	36	43	Prüfung	Prüfung	y
Ich würde aus Instanbul etwas suverieren habe .	Instanbul	14	23	Istanbul	Istanbul	y
Mein Onkel lebt in Italien und meine Kusine lebt in Grischland .	Grischland	52	62	Griechenland	Griechenland	y
Ich habe auch viel lust bei mein Onkel in Italien gehen .	lust	19	23	Lust	Lust	y
In moment gehe ich nicht , weil ich zum Deutschkurs gehen .	moment	3	9	Moment	Moment	y
wenn Deutschkurs beende ist , würde ich bei mein Onkel in Italien gehen .	wenn	0	4	Wenn	Wenn	y
Dana , wann kommst du zu Hause nach Deutschland , komme ich gerne bei dir , weil ich viel interess habe was du in Instanbul gesehen hast .	interess	90	98	Interesse	Interesse	y
Dana , wann kommst du zu Hause nach Deutschland , komme ich gerne bei dir , weil ich viel interess habe was du in Instanbul gesehen hast .	Instanbul	114	123	Istanbul	Istanbul	y
Hallo Ingo , Ich bin Meier Michael .	Ich	13	16	Ich	ich	n
Ich suche eine neubauWohnung .	neubauWohnung	15	28	Wohnung	Neubauwohnung	n
Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	3	10	11	3	Dreizimmerwohnung	n
Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	Zimmer	12	18	Zimmer	Dreizimmerwohnung	n
Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	Wohnung	19	26	Wohnung	Dreizimmerwohnung	n
Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	balkon	31	37	Balkon	Balkon	y
Ich suche 3 Zimmer Wohnung mit balkon und mit Terasse Garage .	Terasse	46	53	Terrasse	Terrasse	y
Kannst du im anzeigen lesen .	anzeigen	13	21	Anzeigen	Anzeigen	y
oder kannst du eine frei wohnung .	wohnung	25	32	wohnen	Wohnung	n
Bitte geben Sie antwort .	antwort	16	23	antworten	Antwort	n
und ich suche eine Wohnung in dise Stad .	dise	30	34	die	diese	n
und ich suche eine Wohnung in dise Stad .	Stad	35	39	Stadt	Stadt	y
Ich möchte eine Wohnung mit drei zimmer mit garden und mit garage .	zimmer	33	39	Zimmer	Zimmer	y
Ich möchte eine Wohnung mit drei zimmer mit garden und mit garage .	garden	44	50	Garten	Garten	y
Ich möchte eine Wohnung mit drei zimmer mit garden und mit garage .	garage	59	65	Garage	Garage	y
Ich muss in drei Wohe aufziehen Ich warte Antwort .	Wohe	17	21	Woche	Wochen	n
Gröse liebe Maria	Gröse	0	5	Größe	Grüße	n
Ich möchte eine größe Wohnung sein weil ich 4 Kinder habe .	größe	16	21	große	große	y
Ich würde auch gerne eine größe Küche haben .	größe	26	31	große	große	y
Mein mann hat gesagt : dass die Wohnung besser in der stadtmitte ist .	stadtmitte	54	64	Saalmitte	Stadtmitte	n
Und Mein Mann und ich kommen gleich Vielen Dank für Deine Helfe .	Mein	4	8	mein	mein	y
Und Mein Mann und ich kommen gleich Vielen Dank für Deine Helfe .	Helfe	58	63	Hilfe	Hilfe	y
Ich höfe : dass du immer gesund bist .	höfe	4	8	höre	hoffe	n
Du wohnst in diesem Stadt und vielleicht du hilfst mir Meine Arbeit Start am 20-te Märzt , dann wir haben noch frei zwei Woche .	Märzt	83	88	Arzt	März	n
Ich möchte schöne Wohnung mit zwei Zimmer , mit größer Küche und mit größem Badzimmer .	größem	69	75	großem	großem	y
mit Freundlichen Grüßen	Freundlichen	4	16	freundlichen	freundlichen	y
Deshalb muss ich ein neue Wonung in Neuburg finden .	Wonung	26	32	Wohnung	Wohnung	y
Viele Gruße , Julia	Gruße	6	11	Grüße	Grüße	y
Liber Michael .	Liber	0	5	Libero	Lieber	n
Ich brache deine hilfe meine gut Freund .	brache	4	10	brauche	brauche	y
Ich brache deine hilfe meine gut Freund .	hilfe	17	22	Hilfe	Hilfe	y
weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	Ich	5	8	ich	ich	y
weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	arbeit	19	25	Arbeit	Arbeit	y
weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	brache	59	65	brauche	brauche	y
weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	anie	66	70	nie	eine	n
weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	neun	71	75	neue	neue	y
weil Ich eine neue arbeit gefunden in Neuburg habe und ich brache anie neun Wohnug .	Wohnug	76	82	wohnen	Wohnung	n
Könnst du bitte mir ein größe Wohnug besche .	größe	24	29	große	große	y
Ich worte Für Ihr antwörte .	worte	4	9	warte	warte	y
Ich worte Für Ihr antwörte .	Für	10	13	für	für	y
Ich worte Für Ihr antwörte .	antwörte	18	26	antwortet	Antwort	n
Veil Größ	Veil	0	4	Teil	Viele	n
Veil Größ	Größ	5	9	Größe	Grüße	n
Lieber ingo , wie gehts Wie ich dir gesagen hate , ich wünsche mich ein neues Arbeitsplatz .	ingo	7	11	Ingo	Ingo	y
Lieber ingo , wie gehts Wie ich dir gesagen hate , ich wünsche mich ein neues Arbeitsplatz .	hate	44	48	hat	hatte	n
Zum Glück habe ich die Arbeit in Neuburg gewonen .	gewonen	41	48	gewonnen	gewonnen	y
Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	Leider	5	11	leider	leider	y
Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	ich	124	127	Ich	Ich	y
Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	nechste	148	155	nächste	nächste	y
Aber Leider muss ich bis Ende März eine neue Wohnung in Neuburg vermitten , weil ich am Anfang April die neue Arbeit starte ich möchte fragen ob du nechste Woche ein bischen Zeit für mich hätte , die neuen Wohnungen zu ?	bischen	166	173	bisschen	bisschen	y
Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	zwei	16	20	zwei	Zweizimmerwohnung	n
Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	Zimmer	21	27	Zimmer	Zweizimmerwohnung	n
Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	Wohnung	28	35	Wohnung	Zweizimmerwohnung	n
Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	weis	104	108	weiß	weiß	y
Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	Kommen	222	228	kommen	kommen	y
Ich suche einen zwei Zimmer Wohnung in Stadtmitte weil einfacher für mich zur Arbeit erreichen wäre Ich weis dass vielleicht diese Wohnung teuerer ist / wäre aber ich brauche 2 Zimmer wenn meinem Freunden bei mir besuchen Kommen Ich weiß dass du sehr venig Zeit hast und ich bin sehr dankbar für einen Hilf .	venig	251	256	wenig	wenig	y
Danke in voraus Bis nechste Wohe ...	voraus	9	15	voraus	Voraus	n
Danke in voraus Bis nechste Wohe ...	nechste	20	27	nächstes	nächste	n
Danke in voraus Bis nechste Wohe ...	Wohe	28	32	Woche	Woche	y
Ich habe eine große Nachricht " Ich habe eine Arbeit in Neuber gefunden " .	Neuber	56	62	neuer	Neuburg	n
Juni , abere will ich von 15 .	abere	7	12	aber	aber	y
Die Wohnung muss aus einem Schlafzimmer , einem Babezimmer und einer Kleinen Küche bestehen .	Babezimmer	48	58	zimmer	Babyzimmer	n
Die Wohnung muss aus einem Schlafzimmer , einem Babezimmer und einer Kleinen Küche bestehen .	Kleinen	69	76	kleinen	kleinen	y
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	Am	13	15	Am	am	n
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	freitag	23	30	Freitag	Freitag	y
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	internet	44	52	Internet	Internet	y
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	voll	58	62	volle	Vollzeitarbeit	n
